Category	Mod	DevURL
Crosshairs	----Arty Taipan v4 Circles	
Crosshairs	----Arty Taipan v5 No Circles	
Crosshairs	----Arty Taipan v1	=HYPERLINK("http://wotsite.net/pritsely/9382-","link")
Crosshairs	--Sight White	=HYPERLINK("http://hjundaj.com/mods/gun-sights/white-arcade-sniper-sight","link")
Crosshairs	----Standard	
Crosshairs	----Improved	
Crosshairs	Arcade and Sniper	=HYPERLINK("https://wotsite.net/pritsely/3107-krug-svedeniya-dlya-wot-s-probitiem.html","link")
Crosshairs	--Animated Tank	=HYPERLINK("https://wotsite.net/pritsely/4857-","link")
Crosshairs	--Animated 6 Tank	=HYPERLINK("http://wotsite.net/pritsely/12141-","link")
Crosshairs	--Bushmaster by Valuhov & Andre_V	=HYPERLINK("http://wotsite.net/pritsely/12254-pritsel-bushmaster-ot-valuhov-dlya-world-of-tanks.html","link")
Crosshairs	--Circle by Hobbit_007	=HYPERLINK("http://wotsite.net/pritsely/11272-pritsely-krug-dlya-wot.html","link")
Crosshairs	----Triangle	=HYPERLINK("http://wotsite.net/pritsely/11272-pritsely-krug-dlya-wot.html","link")
Crosshairs	----Square	=HYPERLINK("http://wotsite.net/pritsely/11272-pritsely-krug-dlya-wot.html","link")
Crosshairs	----Oval	=HYPERLINK("http://wotsite.net/pritsely/11272-pritsely-krug-dlya-wot.html","link")
Crosshairs	--Deegie	=HYPERLINK("https://wotsite.net/pritsely/10503-super-informativnye-pritsely-dlya-world-of-tanks.html","link")
Crosshairs	----V1  blue	
Crosshairs	----V2 green	
Crosshairs	--Destroyer	=HYPERLINK("http://wotsite.net/pritsely/12314-pritsel-razrushitel-dlya-world-of-tanks.html","link")
Crosshairs	----Blue	=HYPERLINK("https://wotspeak.ru/pricely-world-of-tanks-wot/529-pricel-destroyer-s-ukazaniem-tolschiny-broni-dlya-world-of-tanks.html","link")
Crosshairs	----Green	=HYPERLINK("https://wotspeak.ru/pricely-world-of-tanks-wot/529-pricel-destroyer-s-ukazaniem-tolschiny-broni-dlya-world-of-tanks.html","link")
Crosshairs	----Custom Inner circle	=HYPERLINK("https://wotspeak.ru/pricely-world-of-tanks-wot/529-pricel-destroyer-s-ukazaniem-tolschiny-broni-dlya-world-of-tanks.html","link")
Crosshairs	------Green	=HYPERLINK("https://wotspeak.ru/pricely-world-of-tanks-wot/529-pricel-destroyer-s-ukazaniem-tolschiny-broni-dlya-world-of-tanks.html","link")
Crosshairs	------White	=HYPERLINK("https://wotspeak.ru/pricely-world-of-tanks-wot/529-pricel-destroyer-s-ukazaniem-tolschiny-broni-dlya-world-of-tanks.html","link")
Crosshairs	------Red	=HYPERLINK("https://wotspeak.ru/pricely-world-of-tanks-wot/529-pricel-destroyer-s-ukazaniem-tolschiny-broni-dlya-world-of-tanks.html","link")
Crosshairs	--Devastator by Helpics & Andre_V	=HYPERLINK("http://wotsite.net/pritsely/12459-pritsel-devastator-dlya-world-of-tanks.html","link")
Crosshairs	--Fatalii by Luxz & Andre_V	=HYPERLINK("http://wotsite.net/pritsely/12214-pritsel-s-uskorennym-svedeniyam-fataliti-dlya-wot.html","link")
Crosshairs	--HARDscope by Andrey-Hard and KobkaG	=HYPERLINK("https://wotsite.net/pritsely/6006-hardscope-dlya-world-of-tanks-istoricheskie-pritsely.html\r\nhttp://forum.worldoftanks.ru/index.php?/topic/1229310-","link")
Crosshairs	----Shadow LiNCOLN	=HYPERLINK("https://wotsite.net/pritsely/6006-hardscope-dlya-world-of-tanks-istoricheskie-pritsely.html\r\nhttp://forum.worldoftanks.ru/index.php?/topic/1229310-","link")
Crosshairs	--Harpoon	=HYPERLINK("https://wotsite.net/pritsely/12222-pritsel-garpun-mod-boevogo-interfejsa-dlya-wot.html\r\nhttp://forum.worldoftanks.ru/index.php?/topic/1419789-","link")
Crosshairs	----Standard	=HYPERLINK("http://forum.worldoftanks.ru/index.php?/topic/1419789-","link")
Crosshairs	----Black Square	=HYPERLINK("http://forum.worldoftanks.ru/index.php?/topic/1419789-","link")
Crosshairs	----Black circle	=HYPERLINK("http://forum.worldoftanks.ru/index.php?/topic/1419789-","link")
Crosshairs	----New White	=HYPERLINK("http://forum.worldoftanks.ru/index.php?/topic/1419789-","link")
Crosshairs	----White Square	=HYPERLINK("http://forum.worldoftanks.ru/index.php?/topic/1419789-","link")
Crosshairs	----White Circle	=HYPERLINK("http://forum.worldoftanks.ru/index.php?/topic/1419789-","link")
Crosshairs	----Mini	=HYPERLINK("http://forum.worldoftanks.ru/index.php?/topic/1419789-","link")
Crosshairs	--J1mBO´s Crosshair	=HYPERLINK("http://wotsite.net/pritsely/4333-","link")
Crosshairs	----J1mBOs Crosshair V1	=HYPERLINK("http://wotsite.net/pritsely/4333-","link")
Crosshairs	----J1mBOs Crosshair v2	=HYPERLINK("http://wotsite.net/pritsely/4333-","link")
Crosshairs	----J1mBOs Crosshair V3	=HYPERLINK("http://wotsite.net/pritsely/4333-","link")
Crosshairs	--Kellerman	=HYPERLINK("http://wotsite.net/pritsely/12156-sinij-pritsel-ot-kellerman-s-kalkulyatorom-broni-dlya-wot.html","link")
Crosshairs	----V1	
Crosshairs	----V2	
Crosshairs	----Broken Glass	
Crosshairs	----Unbroken glass	
Crosshairs	--Kodos	=HYPERLINK("http://wotsite.net/pritsely/9595-","link")
Crosshairs	--LegionLost	=HYPERLINK("https://wgmods.net/search/?owner=201095","link")
Crosshairs	----Tank sight ZF.2E by LegionLost	=HYPERLINK("http://aslain.com/index.php?/topic/12325-1301-legionlost-crosshair-zf20e-edition-v312/","link")
Crosshairs	----Tank sight blue by LegionLost	=HYPERLINK("http://aslain.com/index.php?/topic/12130-1301-legionlost-crosshair-almost-standard-v242/","link")
Crosshairs	--MeltyMapsMathMod by MeltyMath or AndreV	=HYPERLINK("http://wotsite.net/pritsely/8572-","link")
Crosshairs	----Blue	=HYPERLINK("http://wotsite.net/pritsely/8572-super-pritsely-meltymap-dlya-world-of-tanks.html","link")
Crosshairs	----Green	=HYPERLINK("http://wotsite.net/pritsely/8572-super-pritsely-meltymap-dlya-world-of-tanks.html","link")
Crosshairs	--Mjolnir Hammer of Thor	=HYPERLINK("http://wotsite.net/pritsely/12412-","link")
Crosshairs	----Mjolnir with Animation	=HYPERLINK("http://wotsite.net/pritsely/12412-","link")
Crosshairs	----Mjolnir without Animation	=HYPERLINK("http://wotsite.net/pritsely/12412-","link")
Crosshairs	--Strike	=HYPERLINK("https://wotsite.net/pritsely/12267-zelenyj-pritsel-strajk-dlya-world-of-tanks.html","link")
Crosshairs	----Tank Blue Strike	=HYPERLINK("https://wotsite.net/pritsely/12267-zelenyj-pritsel-strajk-dlya-world-of-tanks.html","link")
Crosshairs	----Tank Green Strike	=HYPERLINK("https://wotsite.net/pritsely/12267-zelenyj-pritsel-strajk-dlya-world-of-tanks.html","link")
Crosshairs	--Sword of Damocles	=HYPERLINK("http://wotsite.net/pritsely/3117-","link")
Crosshairs	----Sword of Damocles (green)	=HYPERLINK("https://wotsite.net/pritsely/12267-zelenyj-pritsel-strajk-dlya-world-of-tanks.html","link")
Crosshairs	----Sword of Damocles (white)	=HYPERLINK("https://wotsite.net/pritsely/12267-zelenyj-pritsel-strajk-dlya-world-of-tanks.html","link")
Crosshairs	--Taipan	
Crosshairs	----Tank Taipan V1	=HYPERLINK("http://wotsite.net/pritsely/9382-","link")
Crosshairs	----Tank Taipan V2	=HYPERLINK("http://wotsite.net/pritsely/9226-","link")
Crosshairs	----Tank Taipan V4	=HYPERLINK("http://wotsite.net/pritsely/9226-","link")
Crosshairs	----Tank Taipan V3 Torquoise	=HYPERLINK("http://wotsite.net/pritsely/9294-pritsel-taipan-biryuza-dlya-world-of-tanks.html","link")
Crosshairs	--Sight White	=HYPERLINK("http://hjundaj.com/mods/gun-sights/white-arcade-sniper-sight","link")
Crosshairs	----Standard	
Crosshairs	----Improved	
Crosshairs	--Wolfhound by Valuhov & Andre_V	=HYPERLINK("http://wotsite.net/pritsely/12253-pritsel-wolfhound-volkodav-dlya-wot.html","link")
Crosshairs	--Yellow Sight by Andre_V	=HYPERLINK("https://wotsite.net/pritsely/9670-zheltyj-pritsel-dlya-world-of-tanks-ot-andre-v.html","link")
Crosshairs	Gun Constraints for SPG and Artillery (Type set in garage)	=HYPERLINK("http://wotsite.net/mody-dlya-world-of-tanks/10229-","link")
Contour Icons/Tank Icons	Contour Icons	=HYPERLINK("https://ci.appveyor.com/project/rstarkov/tankiconmaker/build/artifacts","link")
Contour Icons/Tank Icons	--APCR_NOOB - by Mike	
Contour Icons/Tank Icons	----Standard	=HYPERLINK("http://forum.worldoftanks.eu/index.php?/topic/515348-","link")
Contour Icons/Tank Icons	----mini V	=HYPERLINK("http://forum.worldoftanks.eu/index.php?/topic/515348-","link")
Contour Icons/Tank Icons	----mini V	=HYPERLINK("http://forum.worldoftanks.eu/index.php?/topic/515348-","link")
Contour Icons/Tank Icons	----mini V	=HYPERLINK("http://forum.worldoftanks.eu/index.php?/topic/515348-","link")
Contour Icons/Tank Icons	--Aslain	=HYPERLINK("https://aslain.com/index.php?/topic/13-aslains-wot-modpack/","link")
Contour Icons/Tank Icons	--"Best Icons Ever" by Grandorf	=HYPERLINK("http://aslain.com","link")
Contour Icons/Tank Icons	--Blackspy	
Contour Icons/Tank Icons	----Original Edition	=HYPERLINK("http://forum.worldoftanks.eu/index.php?/topic/318315-","link")
Contour Icons/Tank Icons	----Yasha Edition	
Contour Icons/Tank Icons	--CHAMPi	=HYPERLINK("https://wot.champi.de\r\nhttps://wgmods.net/search/?owner=282118","link")
Contour Icons/Tank Icons	----Clear Style2	=HYPERLINK("https://wot.champi.de\r\nhttps://wgmods.net/2720/details","link")
Contour Icons/Tank Icons	----Style 1	=HYPERLINK("https://wot.champi.de\r\nhttps://wgmods.net/2561/details","link")
Contour Icons/Tank Icons	--corecroft27	=HYPERLINK("https://worldoftanks.curseforge.com/projects/corecroft27s-contour-icon-mod/files\r\nhttps://aslain.com/index.php?/topic/7053-1500-corecroft27s-contour-icons/","link")
Contour Icons/Tank Icons	--"Darker" by Ress	=HYPERLINK("https://wgmods.net/3508/","link")
Contour Icons/Tank Icons	--Druid Reloaded	=HYPERLINK("https://wgmods.net/3807/\r\n--\r\nOLD:\r\nhttp://forum.worldoftanks.com/index.php?/topic/390563-","link")
Contour Icons/Tank Icons	--DEbranded	=HYPERLINK("https://wgmods.net/search/?owner=27727\r\nhttp://forum.worldoftanks.eu/index.php?/topic/608624-","link")
Contour Icons/Tank Icons	----Edition Simple	=HYPERLINK("https://wgmods.net/484/details","link")
Contour Icons/Tank Icons	----Edition 2D	=HYPERLINK("https://wgmods.net/483/details","link")
Contour Icons/Tank Icons	----Edition 2D Vanilla	=HYPERLINK("https://wgmods.net/1910/details","link")
Contour Icons/Tank Icons	----Edition 3D	=HYPERLINK("https://wgmods.net/502/details","link")
Contour Icons/Tank Icons	----Edition Budyx69	=HYPERLINK("https://wgmods.net/504/details","link")
Contour Icons/Tank Icons	----Edition Heliomalt	=HYPERLINK("https://wgmods.net/2430/details","link")
Contour Icons/Tank Icons	----Edition SicFunzler	=HYPERLINK("https://wgmods.net/503/details","link")
Contour Icons/Tank Icons	----Edition xXFreeFunXx	=HYPERLINK("https://wgmods.net/1227/details","link")
Contour Icons/Tank Icons	----Edition xXFreeFunXx vanilla	=HYPERLINK("https://wgmods.net/1909/details","link")
Contour Icons/Tank Icons	----Edition  WG	=HYPERLINK("https://wgmods.net/591/details","link")
Contour Icons/Tank Icons	--elektrosmoker	=HYPERLINK("tim","link")
Contour Icons/Tank Icons	--Ghostman101278	=HYPERLINK("http://www.mediafire.com/file/rioozqzaw05u8x5/Ghostman101278's+Contour+Icons.zip\r\nhttp://forum.worldoftanks.eu/index.php?/topic/583993-ghostman101278s-contour-icons/\nhttps://aslain.com/index.php?/topic/7173-1410-ghostman101278s-contour-icons","link")
Contour Icons/Tank Icons	--HARDicons	
Contour Icons/Tank Icons	----Normal	=HYPERLINK("http://forum.worldoftanks.ru/index.php?/topic/374544-","link")
Contour Icons/Tank Icons	----Colored	
Contour Icons/Tank Icons	--The Illusion v1.6.0.3	
Contour Icons/Tank Icons	----Big	
Contour Icons/Tank Icons	----Small	
Contour Icons/Tank Icons	--J1mB0	=HYPERLINK("http://forum.worldoftanks.eu/index.php?/topic/661661-","link")
Contour Icons/Tank Icons	----by Dado_Ze	=HYPERLINK("https://wgmods.net/2325/details","link")
Contour Icons/Tank Icons	----by Zaraki_Kenpachi_FR	=HYPERLINK("https://github.com/ZangFR/J1mB0s-Original-Contour-Icons\r\nhttps://mega.nz/#F!vU5WjKjZ!w0bU-WAPsBaLNwK613a-7Q\r\nhttps://wgmods.net/3260/","link")
Contour Icons/Tank Icons	----Grabaah Edition	=HYPERLINK("http://forum.worldoftanks.eu/index.php?/topic/661661-","link")
